idlevel,Name,Org,Age,Level,PA,wRC+,K%,ISO,SwStr%,BB%,OPS,BABIP,AVG,OBP,SLG,HR/FB,HR,2B,3B,SB,CS,FB%,GB%,LD%,Date
15429-AAA,Kris Bryant,COL,30,AAA,7,74.63862330240674,0.14285714,0.14285714,0.10714286,0.0,0.71428572,0.33333333,0.28571429,0.28571429,0.42857143,0.0,0,1,0,0,0,0.25,0.5,0.25,2022-05-26
15482-AAA,Aristides Aquino,CIN,28,AAA,42,191.7705028677802,0.35714286,0.42857143,0.17777778,0.0952381,1.14761904,0.41176471,0.31428571,0.4047619,0.74285714,0.44444444,4,3,0,2,0,0.42857143,0.19047619,0.38095238,2022-05-26
15487-AAA,Victor Reyes,DET,27,AAA,18,284.2455796819073,0.0,0.5,0.01639344,0.16666667,1.55555556,0.38461538,0.5,0.55555556,1.0,0.66666667,2,1,0,1,1,0.2,0.6,0.2,2022-05-26
15519-AAA,Franklin Barreto,HOU,26,AAA,149,29.73090420028609,0.36241611,0.11278195,0.2046589,0.09395973,0.51228743,0.23376623,0.15789474,0.24161074,0.27067669,0.10714286,3,4,1,4,3,0.35443038,0.44303797,0.20253165,2022-05-26
15535-AAA,Joseph Odom,SEA,30,AAA,103,125.10118568512674,0.41747573,0.3,0.18526786,0.12621359,0.92588997,0.425,0.26666667,0.3592233,0.56666667,0.38888889,7,6,0,1,0,0.39130435,0.34782609,0.26086957,2022-05-26
15564-AAA,Tyler White,MIL,31,AAA,136,103.52453941203478,0.21323529,0.19469027,0.06434783,0.15441176,0.74531494,0.2278481,0.21238938,0.33823529,0.40707965,0.13636364,6,2,1,3,0,0.53658537,0.29268293,0.17073171,2022-05-26
15585-AAA,Mike Ford,SFG,29,AAA,13,96.3414616418551,0.07692308,0.0,0.0,0.46153846,0.46153846,0.0,0.0,0.46153846,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,2022-05-26
15585-AAA,Mike Ford,SEA,29,AAA,47,130.0385429965387,0.08510638,0.17073171,0.05649718,0.10638298,0.8920602,0.31428571,0.31707317,0.40425532,0.48780488,0.28571429,2,1,0,0,0,0.19444444,0.55555556,0.25,2022-05-26
15608-AAA,Willians Astudillo,MIA,30,AAA,89,111.13847801971738,0.03370787,0.17857142,0.03703704,0.02247191,0.79012841,0.25974026,0.28571429,0.3258427,0.46428571,0.10526316,4,3,0,1,0,0.475,0.4,0.125,2022-05-26
15654-AAA,Billy McKinney,OAK,27,AAA,41,206.00024010161923,0.12195122,0.34375,0.08982036,0.2195122,1.23094512,0.375,0.375,0.51219512,0.71875,0.25,3,2,0,0,0,0.44444444,0.18518519,0.37037037,2022-05-26
15694-AAA,Chance Sisco,MIN,27,AAA,37,76.28298052226168,0.27027027,0.16129032,0.11801242,0.13513514,0.65213601,0.23809524,0.19354839,0.2972973,0.35483871,0.2,1,2,0,0,0,0.25,0.5,0.25,2022-05-26
15697-AAA,Gosuke Katoh,TOR,27,AAA,5,-100.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.25,0.75,0.0,2022-05-26
15697-AAA,Gosuke Katoh,NYM,27,AAA,20,-14.374766051344547,0.35,0.0,0.10869565,0.15,0.25882353,0.1,0.05882353,0.2,0.05882353,0.0,0,0,0,1,0,0.4,0.3,0.3,2022-05-26
15722-AAA,Allen Cordoba,CIN,26,AAA,101,50.88184639864855,0.17821782,0.1235955,0.14325069,0.05940594,0.54956057,0.17391304,0.16853933,0.25742574,0.29213483,0.09677419,3,2,0,9,3,0.46268657,0.35820896,0.17910448,2022-05-26
15766-AA,Raudy Read,CHW,28,AA,112,123.89276969195564,0.24107143,0.20652173,0.13824885,0.15178571,0.8423913,0.30645161,0.26086957,0.375,0.4673913,0.22727273,5,4,0,0,0,0.34375,0.53125,0.125,2022-05-26
15808-AAA,Jose Godoy,MIN,27,AAA,47,70.79309504982099,0.34042553,0.04761905,0.12626263,0.10638298,0.60486323,0.38461538,0.23809524,0.31914894,0.28571429,0.0,0,2,0,0,0,0.23076923,0.61538462,0.15384615,2022-05-26
15817-AAA,Erick Mejia,SEA,27,AAA,163,101.11129784018618,0.18404908,0.20979021,0.0671875,0.11656442,0.80104463,0.27358491,0.25174825,0.33950617,0.46153846,0.18918919,7,7,1,9,1,0.32743363,0.46902655,0.20353982,2022-05-26
15878-AAA,Miguel Andujar,NYY,27,AAA,104,109.73336564890246,0.15384615,0.15463918,0.09793814,0.06730769,0.77983743,0.31168831,0.28865979,0.33653846,0.44329897,0.17391304,4,3,0,3,0,0.29487179,0.44871795,0.25641026,2022-05-26
15958-AAA,Travis Demeritte,ATL,27,AAA,52,157.93726223096144,0.23076923,0.34782608,0.11981567,0.11538462,0.9958194,0.34375,0.2826087,0.36538462,0.63043478,0.14285714,2,6,2,2,0,0.41176471,0.38235294,0.20588235,2022-05-26
15971-AAA,Ivan Castillo,KCR,27,AAA,130,81.34585288922906,0.06923077,0.06306307,0.06516854,0.12307692,0.64224381,0.25490196,0.24324324,0.3359375,0.30630631,0.02941176,1,4,0,2,3,0.33663366,0.48514851,0.17821782,2022-05-26
15982-AAA,Ryder Jones,CHW,28,AAA,126,77.42935524088956,0.28571429,0.12844037,0.13701431,0.08730159,0.65938547,0.28767123,0.2293578,0.3015873,0.35779817,0.17391304,4,2,0,0,1,0.30263158,0.44736842,0.25,2022-05-26
15983-AAA,Clint Frazier,CHC,27,AAA,27,42.30592847039332,0.14814815,0.08333333,0.08641975,0.11111111,0.50925926,0.2,0.16666667,0.25925926,0.25,0.0,0,2,0,0,0,0.38888889,0.5,0.11111111,2022-05-26
15988-AAA,Deivy Grullon,BOS,26,AAA,11,56.5486713154897,0.54545455,0.1,0.24,0.09090909,0.57272727,0.5,0.2,0.27272727,0.3,0.0,0,1,0,0,0,0.25,0.5,0.25,2022-05-26
15994-AAA,Kean Wong,LAA,27,AAA,156,86.8395200052989,0.17307692,0.04379562,0.10690789,0.10897436,0.70115104,0.35714286,0.2919708,0.36538462,0.33576642,0.0,0,4,1,10,2,0.21296296,0.53703704,0.25,2022-05-26
16042-AAA,Mark Payton,CHW,30,AAA,156,117.64355096342324,0.14102564,0.18439717,0.0991453,0.08974359,0.81647221,0.30701754,0.28368794,0.3483871,0.46808511,0.11904762,5,9,1,3,3,0.3559322,0.40677966,0.23728814,2022-05-26
16098-AAA,Taylor Gushue,WSN,28,AAA,34,74.28715249532216,0.29411765,0.07692308,0.15671642,0.20588235,0.62217195,0.29411765,0.19230769,0.35294118,0.26923077,0.0,0,2,0,0,0,0.41176471,0.35294118,0.23529412,2022-05-26
16098-AA,Taylor Gushue,WSN,28,AA,77,178.74805651495336,0.18181818,0.3442623,0.09803922,0.19480519,1.0221418,0.24390244,0.26229508,0.41558442,0.60655738,0.25,6,3,0,0,0,0.5106383,0.27659574,0.21276596,2022-05-26
16192-AAA,Derek Fisher,MIN,28,AAA,100,63.3961209199512,0.35,0.1590909,0.16113744,0.11,0.59954545,0.24,0.17045455,0.27,0.32954545,0.16666667,3,5,0,0,0,0.35294118,0.39215686,0.25490196,2022-05-26
16271-AAA,Alex Blandino,SFG,29,AAA,97,59.36900273678539,0.39175258,0.09756097,0.11662531,0.13402062,0.58976615,0.3255814,0.18292683,0.30927835,0.2804878,0.06666667,1,5,0,1,0,0.34090909,0.45454545,0.20454545,2022-05-26
16271-AAA,Alex Blandino,SEA,29,AAA,27,24.085718666190896,0.37037037,0.0,0.1328125,0.22222222,0.3462963,0.1,0.05,0.2962963,0.05,0.0,0,0,0,1,0,0.3,0.6,0.1,2022-05-26
16279-AAA,Sam Clay,WSN,29,AAA,0,-100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-05-26
16291-AAA,Nick Ciuffo,CHW,27,AAA,57,69.36267489526958,0.33333333,0.11111111,0.11160714,0.05263158,0.6325536,0.35294118,0.24074074,0.28070175,0.35185185,0.1,1,3,0,0,0,0.28571429,0.42857143,0.28571429,2022-05-26
16313-AAA,Yairo Munoz,PHI,27,AAA,123,94.12781432242012,0.19512195,0.08474576,0.14117647,0.02439024,0.71769936,0.37634409,0.30508475,0.32786885,0.38983051,0.02857143,1,7,0,5,0,0.37634409,0.4516129,0.17204301,2022-05-26
16357-AAA,Pablo Reyes,MIL,28,AAA,118,116.95352939929803,0.15254237,0.19047619,0.06841046,0.09322034,0.80460049,0.28915663,0.26666667,0.34745763,0.45714286,0.10526316,4,6,1,4,2,0.44186047,0.34883721,0.20930233,2022-05-26
16404-AA,Domingo Leyba,SDP,26,AA,92,73.93981798005981,0.16304348,0.06849315,0.04861111,0.17391304,0.63549732,0.25,0.21917808,0.34782609,0.28767123,0.04545455,1,2,0,0,0,0.37288136,0.3559322,0.27118644,2022-05-26
16404-AAA,Domingo Leyba,SDP,26,AAA,39,38.18145445265426,0.15384615,0.15625,0.06432749,0.15384615,0.53766026,0.11538462,0.125,0.25641026,0.28125,0.08333333,1,2,0,0,0,0.46153846,0.34615385,0.19230769,2022-05-26
16411-AAA,Richard Urena,WSN,26,AAA,118,59.31932084685136,0.1779661,0.07207208,0.13238771,0.05084746,0.58596733,0.28089888,0.23423423,0.27966102,0.30630631,0.02631579,1,5,0,2,0,0.42696629,0.41573034,0.15730337,2022-05-26
16429-AAA,Jason Martin,LAD,26,AAA,149,130.89645612717655,0.24161074,0.234375,0.12881356,0.13422819,0.92051174,0.375,0.296875,0.38926174,0.53125,0.16666667,5,9,3,2,2,0.34090909,0.39772727,0.26136364,2022-05-26
16446-AA,Johneshwy Fargas,NYM,27,AA,69,108.0216207917884,0.2173913,0.16949152,0.10830325,0.08695652,0.74011299,0.26190476,0.23728814,0.33333333,0.40677966,0.13636364,3,1,0,6,0,0.48888889,0.33333333,0.17777778,2022-05-26
16446-AAA,Johneshwy Fargas,NYM,27,AAA,44,46.23120291117846,0.22727273,0.19047619,0.16326531,0.02272727,0.58549783,0.19354839,0.19047619,0.20454545,0.38095238,0.14285714,2,2,0,3,1,0.4375,0.375,0.1875,2022-05-26
16448-AAA,Jacob Nottingham,BAL,27,AAA,70,169.67558209993263,0.2,0.34545455,0.13793103,0.17142857,1.03246753,0.27027027,0.27272727,0.41428571,0.61818182,0.27777778,5,2,1,2,0,0.42857143,0.38095238,0.19047619,2022-05-26
16535-A,Danny Jansen,TOR,27,A,11,148.98017619825404,0.0,0.2,0.08571429,0.0,0.86363636,0.3,0.3,0.36363636,0.5,0.0,0,2,0,0,0,0.7,0.0,0.3,2022-05-26
16542-A+,Shed Long Jr.,BAL,26,A+,20,90.17776578643004,0.4,0.125,0.11688312,0.2,0.6625,0.375,0.1875,0.35,0.3125,0.0,0,0,1,0,0,0.25,0.5,0.25,2022-05-26
16542-A,Shed Long Jr.,BAL,26,A,1,374.2887377064399,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-05-26
16542-AAA,Shed Long Jr.,BAL,26,AAA,3,42.096970618610925,0.66666667,0.0,0.15789474,0.33333333,0.33333333,0.0,0.0,0.33333333,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2022-05-26
16593-AAA,Kevin Padlo,SFG,25,AAA,61,148.04246274622164,0.24590164,0.38181818,0.11926606,0.08196721,1.03338301,0.29411765,0.29090909,0.36065574,0.67272727,0.4,6,3,0,2,0,0.38461538,0.38461538,0.23076923,2022-05-26
16593-AAA,Kevin Padlo,SEA,25,AAA,63,71.11984043259594,0.36507937,0.15384616,0.14341085,0.14285714,0.6443834,0.25925926,0.17307692,0.31746032,0.32692308,0.14285714,2,2,0,4,0,0.48275862,0.37931034,0.13793103,2022-05-26
16622-AA,Luis Urias,MIL,25,AA,31,27.23089999644169,0.22580645,0.03703704,0.12977099,0.09677419,0.44324971,0.2,0.14814815,0.25806452,0.18518519,0.0,0,1,0,0,0,0.36842105,0.47368421,0.15789474,2022-05-26
16686-AAA,Jason Vosler,SFG,28,AAA,82,56.03588766302534,0.30487805,0.12328767,0.11396011,0.09756098,0.61271774,0.2826087,0.20547945,0.28395062,0.32876712,0.08695652,2,1,1,0,0,0.47916667,0.375,0.14583333,2022-05-26
16852-AAA,John Nogowski,ATL,29,AAA,119,80.83685882274665,0.18487395,0.09,0.07643312,0.1092437,0.64773109,0.26582278,0.23,0.32773109,0.32,0.06896552,2,3,0,3,1,0.3625,0.425,0.2125,2022-05-26
16885-AAA,Joshua Fuentes,TOR,29,AAA,112,9.054115899256225,0.38392857,0.03809524,0.18957346,0.03571429,0.40535714,0.25806452,0.16190476,0.20535714,0.2,0.03225806,1,1,0,1,0,0.50819672,0.36065574,0.13114754,2022-05-26
16947-AAA,Derek Hill,DET,26,AAA,13,111.58214710059586,0.15384615,0.1,0.08333333,0.15384615,0.78461538,0.33333333,0.3,0.38461538,0.4,0.0,0,1,0,0,0,0.375,0.5,0.125,2022-05-26
16947-A,Derek Hill,DET,26,A,12,12.120068332146491,0.25,0.0,0.13461538,0.16666667,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,1,0,0.5,0.5,0.0,2022-05-26
16953-AAA,Chadwick Tromp,ATL,27,AAA,101,129.24990309806856,0.18811881,0.30208333,0.09631728,0.03960396,0.89026402,0.27142857,0.28125,0.30693069,0.58333333,0.21621622,8,5,0,0,0,0.47435897,0.33333333,0.19230769,2022-05-26
16959-AAA,Eddy Alvarez,LAD,32,AAA,162,159.59027413982,0.22222222,0.21705426,0.0962963,0.14197531,1.00226299,0.42045455,0.3255814,0.45962733,0.54263566,0.15151515,5,7,3,3,2,0.35869565,0.38043478,0.26086957,2022-05-26
17022-AA,Edmundo Sosa,STL,26,AA,9,126.3780541023994,0.0,0.0,0.03846154,0.0,0.81944444,0.375,0.375,0.44444444,0.375,0.0,0,0,0,0,0,0.25,0.5,0.25,2022-05-26
17023-AAA,Magneuris Sierra,LAA,26,AAA,121,86.26990370703759,0.15702479,0.14159292,0.06993007,0.04132231,0.73824325,0.3,0.27433628,0.32231405,0.4159292,0.19047619,4,2,1,7,0,0.22826087,0.54347826,0.22826087,2022-05-26
17062-AAA,Grayson Greiner,ARI,29,AAA,42,143.4097776941131,0.28571429,0.16216216,0.15168539,0.11904762,0.94208494,0.5,0.35135135,0.42857143,0.51351351,0.33333333,1,3,0,0,0,0.12,0.52,0.36,2022-05-26
17109-AAA,Meibrys Viloria,TEX,25,AAA,100,143.11812061172384,0.22,0.15476191,0.07268722,0.15,0.92809524,0.43333333,0.33333333,0.44,0.48809524,0.13333333,2,7,0,2,0,0.24590164,0.54098361,0.21311475,2022-05-26
17128-AAA,Ramon Laureano,OAK,27,AAA,44,30.853458365319952,0.25,0.05405405,0.10784314,0.11363636,0.46191646,0.19230769,0.13513514,0.27272727,0.18918919,0.0,0,2,0,2,0,0.45833333,0.33333333,0.20833333,2022-05-26
17161-AAA,Chad Wallach,LAA,30,AAA,86,105.11358544379776,0.20930233,0.19444444,0.12865497,0.13953488,0.80490956,0.30188679,0.25,0.36046512,0.44444444,0.14285714,2,6,1,0,0,0.25454545,0.52727273,0.21818182,2022-05-26
sa3018243-A+,Max Hewitt,LAD,24,A+,12,11.27927748371836,0.41666667,0.0,0.14583333,0.16666667,0.25,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0.25,0.75,0.0,2022-05-26
17216-AAA,Monte Harrison,LAA,26,AAA,117,50.56612748608485,0.33333333,0.10679611,0.164859,0.1025641,0.58302215,0.28571429,0.19417476,0.28205128,0.30097087,0.14285714,2,5,0,13,2,0.2295082,0.45901639,0.31147541,2022-05-26
17232-AAA,Yoan Moncada,CHW,27,AAA,25,145.6345390827812,0.28,0.31818182,0.12962963,0.08,0.99636364,0.35714286,0.31818182,0.36,0.63636364,0.5,2,1,0,0,1,0.28571429,0.35714286,0.35714286,2022-05-26
17276-AAA,Alex Jackson,MIL,26,AAA,87,80.8795890494633,0.26436782,0.16,0.19808307,0.08045977,0.6721839,0.26923077,0.21333333,0.29885057,0.37333333,0.08333333,2,6,0,1,0,0.43636364,0.36363636,0.2,2022-05-26
17276-AAA,Alex Jackson,MIA,26,AAA,4,-100.0,0.25,0.0,0.08333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,2022-05-26
17278-AAA,Bobby Bradley,CLE,26,AAA,45,-12.05876625932324,0.37777778,0.05128205,0.16042781,0.08888889,0.30598291,0.13043478,0.07692308,0.17777778,0.12820513,0.0,0,2,0,0,1,0.43478261,0.43478261,0.13043478,2022-05-26
17326-AAA,Cole Tucker,PIT,25,AAA,28,-5.116701052767506,0.28571429,0.0,0.08,0.14285714,0.29761904,0.125,0.08333333,0.21428571,0.08333333,0.0,0,0,0,0,0,0.4,0.53333333,0.06666667,2022-05-26
17338-AAA,Willi Castro,DET,25,AAA,36,71.89759816490391,0.27777778,0.05882353,0.12592593,0.05555556,0.62908497,0.375,0.26470588,0.30555556,0.32352941,0.0,0,2,0,3,1,0.34782609,0.47826087,0.17391304,2022-05-26
17423-AAA,Yermin Mercedes,CHW,29,AAA,53,76.87478850858088,0.32075472,0.15555555,0.18061674,0.13207547,0.63522012,0.23076923,0.17777778,0.30188679,0.33333333,0.18181818,2,1,0,0,0,0.40740741,0.25925926,0.33333333,2022-05-26
17468-AAA,Kelvin Gutierrez,BAL,27,AAA,52,161.55366560914837,0.21153846,0.27272727,0.16243655,0.13461538,0.99475524,0.35483871,0.31818182,0.40384615,0.59090909,0.33333333,3,3,0,2,1,0.27272727,0.54545455,0.18181818,2022-05-26
17642-AAA,JT Riddle,CIN,30,AAA,104,59.829762138416704,0.21153846,0.15625,0.12465374,0.04807692,0.61458333,0.23287671,0.20833333,0.25,0.36458333,0.11538462,3,4,1,0,0,0.35616438,0.47945205,0.16438356,2022-05-26
17684-AAA,Vimael Machin,OAK,28,AAA,174,96.40633122374396,0.10344828,0.09210527,0.04281346,0.1091954,0.74939504,0.31343284,0.28947368,0.36781609,0.38157895,0.04761905,2,8,0,0,0,0.31343284,0.45522388,0.23134328,2022-05-26
17696-AAA,Kevin Newman,PIT,28,AAA,10,122.38436289458107,0.0,0.125,0.08108108,0.1,0.775,0.25,0.25,0.4,0.375,0.0,0,1,0,0,0,0.5,0.5,0.0,2022-05-26
17710-AAA,Matt Beaty,SDP,29,AAA,8,244.082290371032,0.125,0.375,0.0,0.0,1.375,0.5,0.5,0.5,0.875,1.0,1,0,0,0,0,0.14285714,0.71428571,0.14285714,2022-05-26
17714-AAA,Christin Stewart,BOS,28,AAA,134,104.95583029643352,0.32835821,0.17699115,0.14845024,0.11940299,0.74151367,0.3015873,0.22123894,0.34328358,0.39823009,0.17142857,6,2,0,5,0,0.50724638,0.33333333,0.15942029,2022-05-26
17723-AAA,Skye Bolt,OAK,28,AAA,10,285.2997561505506,0.2,0.5,0.05,0.2,1.6,0.6,0.5,0.6,1.0,0.5,1,1,0,0,0,0.33333333,0.16666667,0.5,2022-05-26
17736-AAA,Richie Martin,BAL,27,AAA,134,127.0477770123284,0.20895522,0.16806722,0.11829945,0.06716418,0.8353192,0.37777778,0.29411765,0.37313433,0.46218487,0.03846154,1,11,3,11,1,0.29213483,0.47191011,0.23595506,2022-05-26
17766-AAA,DJ Stewart,BAL,28,AAA,14,197.94424969935213,0.14285714,0.30769231,0.11111111,0.0,1.12087912,0.4,0.38461538,0.42857143,0.69230769,0.33333333,1,1,0,1,0,0.27272727,0.36363636,0.36363636,2022-05-26
17806-AAA,Braden Bishop,ARI,28,AAA,133,55.59865207046889,0.21052632,0.06666667,0.125,0.09022556,0.59241855,0.28571429,0.225,0.30075188,0.29166667,0.03846154,1,3,1,5,1,0.29885057,0.43678161,0.26436782,2022-05-26
17807-AAA,Drew Jackson,OAK,28,AAA,99,94.18130166237492,0.24242424,0.03703704,0.12285012,0.16161616,0.69023569,0.36842105,0.25925926,0.39393939,0.2962963,0.0,0,3,0,7,0,0.25,0.55357143,0.19642857,2022-05-26
17837-AA,Jakson Reetz,MIL,26,AA,101,173.8812017810013,0.2970297,0.38636363,0.12866817,0.07920792,1.06795679,0.33333333,0.29545455,0.38613861,0.68181818,0.32258065,10,4,0,0,1,0.53448276,0.29310345,0.17241379,2022-05-26
17838-AAA,Willie Calhoun,TEX,27,AAA,54,55.28840936898697,0.11111111,0.12244898,0.03921569,0.07407407,0.62471656,0.21428571,0.2244898,0.27777778,0.34693878,0.08695652,2,0,0,0,0,0.52272727,0.36363636,0.11363636,2022-05-26
17839-AAA,Luis Alexander Basabe,CHW,25,AAA,26,-33.851322358696976,0.57692308,0.08,0.22123894,0.03846154,0.27538462,0.2,0.08,0.11538462,0.16,0.0,0,0,1,0,0,0.4,0.4,0.2,2022-05-26
17893-AAA,Tyler Nevin,BAL,25,AAA,76,164.84429293815384,0.11842105,0.18181819,0.07446809,0.07894737,0.97966508,0.39285714,0.36363636,0.43421053,0.54545455,0.125,2,6,0,4,0,0.27586207,0.44827586,0.27586207,2022-05-26
17922-AAA,Isan Diaz,SFG,26,AAA,59,118.03222311526751,0.25423729,0.34,0.13445378,0.13559322,0.89898305,0.2,0.22,0.33898305,0.56,0.55555556,5,0,1,0,1,0.25714286,0.45714286,0.28571429,2022-05-26
17922-A,Isan Diaz,MIA,26,A,7,-28.95987737484876,0.28571429,0.0,0.08,0.14285714,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0,0,0,0,0,0.66666667,0.33333333,0.0,2022-05-26
17922-AAA,Isan Diaz,MIA,26,AAA,8,-55.49538979801657,0.75,0.0,0.27777778,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-05-26
17932-AAA,Andrew Stevenson,WSN,28,AAA,178,111.03645476324122,0.25842697,0.11612903,0.1387632,0.08988764,0.77723813,0.39449541,0.29032258,0.37078652,0.40645161,0.05555556,2,8,2,14,2,0.32727273,0.38181818,0.29090909,2022-05-26
sa3018244-A+,Christian Sepulveda,LAA,24,A+,8,-100.0,0.625,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-05-26
17975-AAA,Scott Kingery,PHI,28,AAA,30,22.24138285063324,0.36666667,0.1724138,0.19298246,0.0,0.51149426,0.22222222,0.17241379,0.16666667,0.34482759,0.08333333,1,0,1,1,0,0.63157895,0.21052632,0.15789474,2022-05-26
17992-AAA,David Fletcher,LAA,28,AAA,18,2.8472555926855967,0.22222222,0.0,0.09836066,0.05555556,0.39869281,0.23076923,0.17647059,0.22222222,0.17647059,0.0,0,0,0,0,0,0.23076923,0.61538462,0.15384615,2022-05-26
18015-AAA,Paul DeJong,STL,28,AAA,49,75.2999448479029,0.2244898,0.13636364,0.12777778,0.06122449,0.67207793,0.29411765,0.25,0.28571429,0.38636364,0.06666667,1,3,0,1,0,0.46875,0.34375,0.1875,2022-05-26
18027-AAA,Hoy Park,PIT,26,AAA,92,96.49748744368549,0.23913043,0.05405405,0.078125,0.19565217,0.66421856,0.31372549,0.22972973,0.38043478,0.28378378,0.09090909,1,1,0,3,0,0.22,0.54,0.24,2022-05-26
18032-AAA,Mark Mathias,MIL,27,AAA,106,161.9846471732271,0.19811321,0.20879121,0.07090465,0.11320755,0.97397885,0.40298507,0.34065934,0.4245283,0.54945055,0.15384615,4,5,1,3,0,0.37142857,0.35714286,0.27142857,2022-05-26
18054-AAA,Sam Haggerty,SEA,28,AAA,146,123.33016612140722,0.17123288,0.208,0.11656442,0.08219178,0.88962238,0.34020619,0.304,0.37762238,0.512,0.14705882,5,9,1,13,1,0.33663366,0.3960396,0.26732673,2022-05-26
18063-AAA,Kyle Garlick,MIN,30,AAA,26,174.02415892351857,0.34615385,0.40909091,0.11764706,0.15384615,1.06643356,0.36363636,0.27272727,0.38461538,0.68181818,0.4,2,1,1,0,0,0.38461538,0.38461538,0.23076923,2022-05-26
18083-AAA,Austin Allen,OAK,28,AAA,42,92.95641670300434,0.16666667,0.14705882,0.12068966,0.14285714,0.7394958,0.25925926,0.23529412,0.35714286,0.38235294,0.11111111,1,2,0,0,0,0.32142857,0.53571429,0.14285714,2022-05-26
18126-AAA,LaMonte Wade Jr.,SFG,28,AAA,30,128.4979747061104,0.0,0.23809524,0.04166667,0.23333333,0.90952381,0.19047619,0.23809524,0.43333333,0.47619048,0.08333333,1,2,0,0,0,0.57142857,0.23809524,0.19047619,2022-05-26
18136-AAA,Ka'ai Tom,SFG,28,AAA,111,91.9759539956566,0.27027027,0.125,0.12189616,0.09009009,0.73676802,0.35384615,0.26041667,0.35135135,0.38541667,0.06666667,2,6,0,4,0,0.44776119,0.29850746,0.25373134,2022-05-26
18142-AAA,Patrick Mazeika,NYM,28,AAA,77,85.18813750754194,0.11688312,0.01538461,0.053125,0.1038961,0.62517482,0.28571429,0.24615385,0.36363636,0.26153846,0.0,0,1,0,0,0,0.42857143,0.42857143,0.14285714,2022-05-26
18206-AAA,Nick Dini,NYM,28,AAA,60,122.8842185410674,0.16666667,0.26,0.10550459,0.16666667,0.83,0.19444444,0.22,0.35,0.48,0.22222222,4,1,0,0,0,0.46153846,0.33333333,0.20512821,2022-05-26
18288-AAA,Austin Dean,SFG,28,AAA,123,101.27665598303705,0.26829268,0.31355932,0.09462366,0.03252033,0.85234946,0.27631579,0.25423729,0.28455285,0.56779661,0.23684211,9,4,3,2,1,0.45783133,0.3253012,0.21686747,2022-05-26
18289-A,Brian Anderson,MIA,29,A,4,128.20574048665114,0.25,0.0,0.125,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,2022-05-26
18353-AAA,Daz Cameron,DET,25,AAA,104,79.11435468726629,0.29807692,0.11458333,0.12661499,0.05769231,0.67307692,0.35384615,0.26041667,0.29807692,0.375,0.08333333,2,5,0,5,1,0.36923077,0.38461538,0.24615385,2022-05-26
18365-AAA,Lewin Diaz,MIA,25,AAA,180,113.34771763992454,0.24444444,0.21935483,0.12893983,0.09444444,0.81075268,0.2962963,0.25806452,0.33333333,0.47741935,0.14814815,8,10,0,0,0,0.46956522,0.33043478,0.2,2022-05-26
18395-AAA,Travis Blankenhorn,NYM,25,AAA,132,53.54896718679736,0.28787879,0.14634146,0.13819578,0.04545455,0.58388765,0.24390244,0.19512195,0.24242424,0.34146341,0.11428571,4,6,0,2,0,0.42682927,0.42682927,0.14634146,2022-05-26
18400-AAA,Juan Yepez,STL,24,AAA,93,149.09381710915932,0.22580645,0.37209302,0.13687151,0.05376344,0.97374344,0.26315789,0.27906977,0.32258065,0.65116279,0.29032258,9,5,0,0,0,0.46969697,0.31818182,0.21212121,2022-05-26
18401-AAA,Ronald Acuna Jr.,ATL,24,AAA,25,164.75426147972476,0.24,0.05263158,0.1682243,0.24,0.94105263,0.53846154,0.36842105,0.52,0.42105263,0.0,0,1,0,3,0,0.30769231,0.38461538,0.30769231,2022-05-26
18425-AAA,Trey Amburgey,CIN,27,AAA,119,103.01325776917272,0.31092437,0.2264151,0.126294,0.1092437,0.76375456,0.27419355,0.22641509,0.31092437,0.45283019,0.30434783,7,1,1,0,1,0.34848485,0.39393939,0.25757576,2022-05-26
18433-AAA,P.J. Higgins,CHC,29,AAA,86,191.95391600687827,0.18604651,0.15277777,0.07651715,0.13953488,1.06944444,0.51785714,0.41666667,0.5,0.56944444,0.09090909,1,8,0,1,0,0.19298246,0.45614035,0.35087719,2022-05-26
18496-AAA,Junior Fernandez,STL,25,AAA,0,-100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,,,,2022-05-26
